x,y
2,0.959135415
2,-0.24094164
2,1.38192282
2,0.00919392
2,0.210183921
2,-0.26170977
2,0.548500259
2,1.315373326
2,1.586656176
2,0.345577419
2,0.462720143
2,1.245122273
2,0.67654945
2,1.632321633
2,0.7800333
2,0.737587972
2,0.347712434
2,0.198600697
2,0.463045785
2,0.387627701
2,0.433348186
2,0.681101223
2,0.718547772
2,0.060271318
2,-0.098397922
2,0.053882665
2,0.165873888
2,0.949864358
2,0.017657214
2,0.605440316
2,0.724043095
2,0.215553332
2,0.517727576
2,0.80071004
2,0.579090392
2,0.447825893
2,0.140380803
2,0.397431133
2,-0.380526824
2,0.772490263
2,0.620871554
2,1.234514682
2,0.24114983
2,-0.120452664
2,0.296019192
2,0.207204758
2,0.161671127
2,0.054101483
2,-0.00658531
2,0.203395951
2,0.31378485
2,0.385229845
2,0.199317599
2,0.067489773
2,0.071083691
2,0.380782959
2,0.377217727
2,0.180291065
2,0.075319622
2,-0.194085349
2,0.224401388
2,-0.008758984
2,0.114501372
2,0.066050557
2,0.144927863
2,0.331721708
2,0.1579722
2,0.056493821
2,0.215664022
2,0.134073737
2,0.167406191
2,-0.023320075
2,0.275280481
2,0.406442558
2,0.079657628
2,0.420204669
2,0.282978362
2,0.302502087
3,0.552672067
3,0.631783328
3,0.522115969
3,0.662278184
3,0.797279415
3,0.695191719
3,0.906891996
3,0.742637415
3,0.582591587
3,0.69718866
3,0.693903839
3,0.639837664
3,0.806157792
3,0.40033064
3,0.542891993
3,0.778237423
3,0.970464757
3,0.663863464
3,0.772490795
3,0.434295589
3,0.759065677
3,1.095621984
3,0.580754631
3,0.699129661
3,0.657037191
3,0.925779797
3,0.811336725
3,0.868138225
3,0.718730984
3,0.464062533
3,0.720959695
3,0.417524796
3,0.317615242
3,1.15909783
3,0.340444106
3,0.974221014
3,0.669962697
3,0.247355834
3,0.588201335
3,0.539992282
3,0.723772685
3,1.078006263
3,1.162021685
3,0.686598234
3,1.217876908
3,0.981871089
3,0.385723025
3,1.053107844
3,1.388527814
3,0.660233983
3,1.117302515
3,0.821276429
3,0.745167908
3,1.215931967
3,1.159794407
3,0.832004092
3,1.210850337
3,0.630925959
3,0.965641372
3,0.680441388
3,0.686053955
3,0.599793472
3,0.422988026
3,0.947065903
3,-0.01143175
3,-0.038921757
3,0.039707997
3,0.029354405
3,-0.019537989
3,0.085752694
3,0.08238204
3,-0.050675615
3,0.021515212
3,0.01963399
3,0.056993685
3,0.070381323
3,0.036920706
3,-0.010033019
3,-0.014475417
3,-0.02272251
3,0.116696056
3,-0.032846394
3,0.045602145
3,-0.045668604
3,0.152299693
3,-0.013591632
3,0.044676868
3,0.128435781
3,0.06784836
3,0.173809154
3,0.036930199
3,0.113508622
3,0.018228646
3,-0.044877884
3,0.107732295
3,-0.01499024
4,0.962111485
4,0.81418427
4,1.24187227
4,0.971995597
4,0.872720547
4,0.418197044
4,0.177093075
4,1.095495337
4,0.913635369
4,0.91680865
4,0.856799547
4,0.882603692
4,0.581099368
4,0.952608354
4,0.482567511
4,0.977262544
4,0.523936171
4,0.722304251
4,0.947451239
4,0.98068453
4,0.721607936
4,1.283298464
4,1.252526952
4,1.349919176
4,0.938835575
4,0.686331337
4,1.302928774
4,1.333198476
4,0.852112841
4,0.824051567
4,1.485189665
4,0.309785022
4,-1.143522152
4,0.595878685
4,0.681102623
4,0.022249961
4,0.410373922
4,0.941859354
4,2.226928072
4,1.165536861
4,-0.044669027
4,0.628941951
4,1.515829266
4,0.170155607
4,1.74683342
4,1.769673286
4,2.581297208
4,-0.076985897
4,1.276762504
4,-1.039970744
4,0.581382735
4,0.861638982
4,0.476445904
4,1.086301865
4,0.309029447
4,0.533144561
4,1.280930959
4,0.33290821
4,0.628690191
4,0.043628943
4,0.704345677
4,2.635248654
4,0.446861296
4,1.495461161
4,-0.285575747
4,-0.415045175
4,-0.005993014
4,-0.474090882
4,-0.355182905
4,-0.048387292
4,-0.385954955
4,-0.347801951
4,-0.410484002
4,0.777336897
4,0.468603382
4,0.865066142
4,-1.221901819
4,0.130164082
4,0.21202484
4,0.458555601
4,-0.146787419
4,1.116498686
4,0.947409737
4,-0.358872742
4,-1.147919253
4,0.504864006
4,0.123470685
4,0.666889686
4,-0.64634926
4,-0.536351168
4,-1.201791011
4,-0.778469077
4,0.838856071
4,-0.728464501
4,-0.012177648
4,-0.207252994
5,0.839701159
5,0.491767082
5,0.938235254
5,0.942575194
5,1.413155818
5,1.161872308
5,0.753571818
5,1.294619024
5,0.933467588
5,0.791288842
5,1.17583518
5,0.779562561
5,0.719854078
5,1.157543023
5,0.802810732
5,1.203353457
5,0.781303751
5,0.702224307
5,0.472615862
5,0.95025959
5,0.640584218
5,0.638141974
5,1.03348724
5,0.56510443
5,0.947346759
5,0.357321145
5,1.007713438
5,1.119156906
5,0.025775911
5,0.411857252
5,0.447572392
5,0.634709121
5,0.723965544
5,0.534762317
5,-0.481660082
5,0.301512089
5,1.288085432
5,0.521791773
5,1.434303408
5,1.064936669
5,0.865544968
5,0.491917306
5,0.903009487
5,0.645548862
5,1.237189454
5,0.963320404
5,0.921404739
5,0.393626477
5,0.554166313
5,0.43144255
5,0.453910131
5,1.064443604
5,2.27719574
5,-0.033740511
5,1.394636156
5,-0.279833334
5,0.888996097
5,-0.241269176
5,1.088004866
5,0.398585048
5,1.070197444
5,0.13729015
5,0.809043109
5,0.63785407
5,0.467174199
5,0.362970433
5,0.474784387
5,0.18506038
5,0.570682897
5,0.749923273
5,0.278082608
5,0.296005742
5,0.13028472
5,0.268980992
5,0.273673112
5,0.578802
5,0.088650851
5,0.31711463
5,0.310883802
5,0.452155682
5,0.468877371
5,0.007082871
5,0.57890907
5,0.069694236
5,0.656063478
5,0.104945801
5,0.325963812
5,0.249319648
5,0.743022548
5,-0.073403053
5,0.500248397
5,0.431791892
5,0.487453186
5,0.243007351
5,0.314267489
5,-0.004181099
6,0.780526689
6,-0.11382991
6,0.578025546
6,0.256254399
6,0.494967609
6,0.234495497
6,0.349795739
6,0.034915574
6,-0.003779084
6,-0.048662845
6,0.446958702
6,0.500924525
6,0.078959716
6,0.352785437
6,0.101655859
6,0.14317377
6,-0.113153318
6,0.41749209
6,0.203092474
6,0.470807375
6,0.253367159
6,0.292117247
6,0.0531991
6,0.211583572
6,0.254106642
6,0.410011712
6,0.68003413
6,0.198639602
6,-0.26835911
6,-0.015565351
6,0.215885543
6,-0.096253155
6,1.165362313
6,0.658549016
6,0.575453575
6,0.672272691
6,0.315035603
6,0.729868725
6,0.622221452
6,-0.026538611
6,0.91868155
6,1.056299765
6,1.204664398
6,1.625597795
6,1.066676834
6,0.651044353
6,0.684720176
6,0.749325147
6,1.142603041
6,1.562181677
6,0.93848108
6,0.609559309
6,0.900917134
6,1.023154041
6,0.753800489
6,0.873103314
6,0.805112112
6,1.518507768
6,0.228248548
6,0.700918498
6,0.401995891
6,0.6892304
6,0.844205669
6,0.486754458
6,0.651194118
6,0.44579138
6,0.303713728
6,-0.016248132
6,1.28754705
6,-0.022779815
6,0.083135663
6,0.912829736
6,0.110091651
6,0.781207353
6,-0.372929465
6,0.295555637
6,0.524138063
6,0.112807195
6,0.502300862
6,1.223362514
6,0.166552339
6,-0.192619021
6,-0.276179103
6,0.250520042
6,0.194380787
6,0.049061121
6,0.939234459
6,1.092679695
6,-0.353130375
6,1.374219639
6,0.637264149
6,0.97652071
6,0.520512716
6,0.214545059
6,0.550677722
6,0.226265681
