date,value
2013-05-10T04:00Z,60569.75
2013-05-11T04:00Z,28995.75
2013-05-13T04:00Z,133143.9
2013-05-14T04:00Z,102903.95
2013-05-15T04:00Z,74349.3
2013-05-16T04:00Z,69742.4
2013-05-17T04:00Z,74813.2
2013-05-18T04:00Z,50319.3
2013-05-20T04:00Z,95472.25
2013-05-21T04:00Z,96755.95
2013-05-22T04:00Z,55323
2013-05-23T04:00Z,82564.3
2013-05-24T04:00Z,83592.65
2013-05-25T04:00Z,33121.9
2013-05-27T04:00Z,97419.9
2013-05-28T04:00Z,110398.7
2013-05-29T04:00Z,52792.35
2013-05-30T04:00Z,117060.7
2013-05-31T04:00Z,86629.95
2013-06-01T04:00Z,24924.7
2013-06-03T04:00Z,129406.4
2013-06-04T04:00Z,64381.2
2013-06-05T04:00Z,112814.35
2013-06-06T04:00Z,102281.3
2013-06-07T04:00Z,89932.45
2013-06-08T04:00Z,29915.25
2013-06-10T04:00Z,89010.45
2013-06-11T04:00Z,73594.85
2013-06-12T04:00Z,64488.1
2013-06-13T04:00Z,66996.85
2013-06-14T04:00Z,95209.8
2013-06-15T04:00Z,29861
2013-06-17T04:00Z,68861
2013-06-18T04:00Z,83005.95
2013-06-19T04:00Z,112494.15
2013-06-20T04:00Z,140393.5
2013-06-21T04:00Z,87118
2013-06-22T04:00Z,41083.9
2013-06-24T04:00Z,72582.95
2013-06-25T04:00Z,114495.05
2013-06-26T04:00Z,76876.65
2013-06-27T04:00Z,80354.8
2013-06-28T04:00Z,95350.8
2013-06-29T04:00Z,58409.8
2013-07-01T04:00Z,98704.1
2013-07-02T04:00Z,68382.7
2013-07-03T04:00Z,85762.2
2013-07-04T04:00Z,91371.7
2013-07-05T04:00Z,71650.55
2013-07-06T04:00Z,44248.85
2013-07-08T04:00Z,70089.8
2013-07-09T04:00Z,99580.5
2013-07-10T04:00Z,99554.75
2013-07-11T04:00Z,149956.9
2013-07-12T04:00Z,43129.3
2013-07-13T04:00Z,49534.65
2013-07-15T04:00Z,110687.45
2013-07-16T04:00Z,118975.8
2013-07-17T04:00Z,97529.5
2013-07-18T04:00Z,62780.8
2013-07-19T04:00Z,85617.45
2013-07-20T04:00Z,42889.25
2013-07-22T04:00Z,79613.5
2013-07-23T04:00Z,127390.3
2013-07-24T04:00Z,68151.8
2013-07-25T04:00Z,69093.2
2013-07-26T04:00Z,72803.85
2013-07-27T04:00Z,66266.35
2013-07-29T04:00Z,53123.85
2013-07-30T04:00Z,92222
2013-07-31T04:00Z,58511.65
2013-08-01T04:00Z,42901.65
2013-08-02T04:00Z,81484.85
2013-08-03T04:00Z,67807.7
2013-08-05T04:00Z,126332.4
2013-08-06T04:00Z,63641.55
2013-08-07T04:00Z,52926.35
2013-08-08T04:00Z,64473.45
2013-08-09T04:00Z,77001.3
2013-08-10T04:00Z,59813.35
2013-08-12T04:00Z,109584.55
2013-08-13T04:00Z,31594.9
2013-08-14T04:00Z,89737.1
2013-08-15T04:00Z,40982.1
2013-08-16T04:00Z,40959.8
2013-08-17T04:00Z,64352
2013-08-19T04:00Z,44555.5
2013-08-20T04:00Z,86033.5
2013-08-21T04:00Z,75627.8
2013-08-22T04:00Z,57237.05
2013-08-23T04:00Z,59738.25
2013-08-24T04:00Z,20887.4
2013-08-26T04:00Z,79456.7
2013-08-27T04:00Z,59667.85
2013-08-28T04:00Z,92497.9
2013-08-29T04:00Z,46103.15
2013-08-30T04:00Z,65020.9
2013-08-31T04:00Z,34746.65
2013-09-02T04:00Z,40528.45
2013-09-03T04:00Z,83318.4
2013-09-04T04:00Z,81983.5
2013-09-05T04:00Z,118596.65
2013-09-06T04:00Z,86426.4
2013-09-07T04:00Z,22696.3
2013-09-09T04:00Z,45109.35
2013-09-10T04:00Z,122470.6
2013-09-11T04:00Z,78671.85
2013-09-12T04:00Z,92964.2
2013-09-13T04:00Z,38321.65
2013-09-14T04:00Z,60854.3
2013-09-16T04:00Z,108076.65
2013-09-17T04:00Z,68950.05
2013-09-18T04:00Z,91719.25
2013-09-19T04:00Z,132338
2013-09-20T04:00Z,54240.85
2013-09-21T04:00Z,27971.95
2013-09-23T04:00Z,93946.7
2013-09-24T04:00Z,87084.8
2013-09-25T04:00Z,111838.2
2013-09-26T04:00Z,72937
2013-09-27T04:00Z,49328.45
2013-09-28T04:00Z,51610.7
2013-09-30T04:00Z,71798.5
2013-10-01T04:00Z,122288.85
2013-10-02T04:00Z,69076.05
2013-10-03T04:00Z,56537.7
2013-10-04T04:00Z,44136.5
2013-10-05T04:00Z,47438.6
2013-10-07T04:00Z,54653
2013-10-08T04:00Z,58724.95
2013-10-09T04:00Z,58491.95
2013-10-10T04:00Z,122486.35
2013-10-11T04:00Z,51636.2
2013-10-12T04:00Z,38881.55
2013-10-14T04:00Z,54852.1
2013-10-15T04:00Z,94385.05
2013-10-16T04:00Z,47042.5
2013-10-17T04:00Z,64112.25
2013-10-18T04:00Z,39938.65
2013-10-19T04:00Z,48276.85
2013-10-21T04:00Z,79122.95
2013-10-22T04:00Z,74089.45
2013-10-23T04:00Z,45392.1
2013-10-24T04:00Z,103845.3
2013-10-25T04:00Z,128203
2013-10-26T04:00Z,36204.5
2013-10-28T04:00Z,82435.65
2013-10-29T04:00Z,101208.1
2013-10-30T04:00Z,84754.85
2013-10-31T04:00Z,74292.65
2013-11-01T04:00Z,47805.15
2013-11-02T04:00Z,33913.2
2013-11-04T05:00Z,62764.95
2013-11-05T05:00Z,43932.9
2013-11-06T05:00Z,100318.4
2013-11-07T05:00Z,50314
2013-11-08T05:00Z,90665.5
2013-11-09T05:00Z,42783.75
2013-11-11T05:00Z,77221.15
2013-11-12T05:00Z,67336.7
2013-11-13T05:00Z,115681
2013-11-14T05:00Z,60927
2013-11-15T05:00Z,87862.15
2013-11-16T05:00Z,38051.15
2013-11-18T05:00Z,153971.1
2013-11-19T05:00Z,72437.3
2013-11-20T05:00Z,104637.4
2013-11-21T05:00Z,106405.85
2013-11-22T05:00Z,42874
2013-11-23T05:00Z,23575.2
2013-11-25T05:00Z,82076.6
2013-11-26T05:00Z,104325.2
2013-11-27T05:00Z,39390.8
2013-11-28T05:00Z,108211.6
2013-11-29T05:00Z,59731.35
2013-11-30T05:00Z,19709.9
2013-12-02T05:00Z,96091
2013-12-03T05:00Z,108495
2013-12-04T05:00Z,62715.05
2013-12-05T05:00Z,66357.1
2013-12-06T05:00Z,55687.35
2013-12-07T05:00Z,32098.15
2013-12-09T05:00Z,116653.6
2013-12-10T05:00Z,69136.6
2013-12-11T05:00Z,52406.3
2013-12-12T05:00Z,42788
2013-12-13T05:00Z,68258.75
2013-12-14T05:00Z,20220.6
2013-12-16T05:00Z,93115.75
2013-12-17T05:00Z,80923.6
2013-12-18T05:00Z,45832.2
2013-12-19T05:00Z,88735.4
2013-12-20T05:00Z,51634.45
2013-12-21T05:00Z,29488.75
2013-12-23T05:00Z,71002.7
2013-12-24T05:00Z,87338.55
2013-12-25T05:00Z,64642.85
2013-12-26T05:00Z,42826.35
2013-12-27T05:00Z,133220.7
2013-12-28T05:00Z,14555.7
2013-12-30T05:00Z,91543.5
2013-12-31T05:00Z,101787.05
2014-01-01T05:00Z,95490.3
2014-01-02T05:00Z,56898.95
2014-01-03T05:00Z,93571.45
2014-01-04T05:00Z,35742.9
2014-01-06T05:00Z,84510.5
2014-01-07T05:00Z,76750.35
2014-01-08T05:00Z,51514.45
2014-01-09T05:00Z,38752.8
2014-01-10T05:00Z,122266.2
2014-01-11T05:00Z,39604.35
2014-01-13T05:00Z,86924.65
2014-01-14T05:00Z,43243.15
2014-01-15T05:00Z,124161.6
2014-01-16T05:00Z,102953.9
2014-01-17T05:00Z,58129.5
2014-01-18T05:00Z,62411.3
2014-01-20T05:00Z,91015.1
2014-01-21T05:00Z,74133.3
2014-01-22T05:00Z,116640.75
2014-01-23T05:00Z,59215.3
2014-01-24T05:00Z,98143.65
2014-01-25T05:00Z,24837.65
2014-01-27T05:00Z,90660.8
2014-01-28T05:00Z,74669.95
2014-01-29T05:00Z,98729
2014-01-30T05:00Z,45306.65
2014-01-31T05:00Z,99119.1
2014-02-01T05:00Z,14515.95
2014-02-03T05:00Z,85509.2
2014-02-04T05:00Z,38362.4
2014-02-05T05:00Z,104881.9
2014-02-06T05:00Z,112844.6
2014-02-07T05:00Z,63310.45
2014-02-08T05:00Z,48872.3
2014-02-10T05:00Z,60547.35
2014-02-11T05:00Z,68041.25
2014-02-12T05:00Z,87862.25
2014-02-13T05:00Z,120819.65
2014-02-14T05:00Z,48689.55
2014-02-15T05:00Z,23256.8
2014-02-17T05:00Z,64795.55
2014-02-18T05:00Z,79907.15
2014-02-19T05:00Z,47336.5
2014-02-20T05:00Z,95536.9
2014-02-21T05:00Z,92586.45
2014-02-22T05:00Z,40379.05
2014-02-24T05:00Z,38127.9
2014-02-25T05:00Z,108702.1
2014-02-26T05:00Z,121030.6
2014-02-27T05:00Z,83276.3
2014-02-28T05:00Z,74390.05
2014-03-01T05:00Z,42049.65
2014-03-03T05:00Z,102705.4
2014-03-04T05:00Z,110212.05
2014-03-05T05:00Z,105243.05
2014-03-06T05:00Z,76734.4
2014-03-07T05:00Z,86366.05
2014-03-08T05:00Z,26829.3
2014-03-10T04:00Z,95167.5
2014-03-11T04:00Z,68064.6
2014-03-12T04:00Z,60509.6
2014-03-13T04:00Z,132068.4
2014-03-14T04:00Z,69848.5
2014-03-15T04:00Z,31498.4
2014-03-17T04:00Z,67988.6
2014-03-18T04:00Z,100878.6
2014-03-19T04:00Z,58596.75
2014-03-20T04:00Z,56497.85
2014-03-21T04:00Z,65283.75
2014-03-22T04:00Z,45269.1
2014-03-24T04:00Z,62998.15
2014-03-25T04:00Z,94537.65
2014-03-26T04:00Z,53222.3
2014-03-27T04:00Z,58355.5
2014-03-28T04:00Z,127797.5
2014-03-29T04:00Z,31320.35
2014-03-31T04:00Z,72764.75
2014-04-01T04:00Z,103161
2014-04-02T04:00Z,59116
2014-04-03T04:00Z,47637.4
2014-04-04T04:00Z,98198.25
2014-04-05T04:00Z,21597.5
2014-04-07T04:00Z,76293.5
2014-04-08T04:00Z,103527.65
2014-04-09T04:00Z,82249
2014-04-10T04:00Z,72115.9
2014-04-11T04:00Z,120018.8
2014-04-12T04:00Z,27100.25
2014-04-14T04:00Z,96112.95
2014-04-15T04:00Z,37056.15
2014-04-16T04:00Z,90087.55
2014-04-17T04:00Z,132509.45
2014-04-18T04:00Z,102192.8
2014-04-19T04:00Z,25086
2014-04-21T04:00Z,47622.85
2014-04-22T04:00Z,99755.4
2014-04-23T04:00Z,114190.85
2014-04-24T04:00Z,86182.9
2014-04-25T04:00Z,123147.55
2014-04-26T04:00Z,64073.3
2014-04-28T04:00Z,53749.45
2014-04-29T04:00Z,57578.9
2014-04-30T04:00Z,86759.75
2014-05-01T04:00Z,106013.35
2014-05-02T04:00Z,106050.25
2014-05-03T04:00Z,73546.1
2014-05-05T04:00Z,104615.45
2014-05-06T04:00Z,48650.7
2014-05-07T04:00Z,103496.85
2014-05-08T04:00Z,104484.9
2014-05-09T04:00Z,127916.45
2014-05-10T04:00Z,27851.3
2014-05-12T04:00Z,56558.4
2014-05-13T04:00Z,33086.25
2014-05-14T04:00Z,142998.55
2014-05-15T04:00Z,127121.05
2014-05-16T04:00Z,104980.65
2014-05-17T04:00Z,42074.5
2014-05-19T04:00Z,122754.05
2014-05-20T04:00Z,61590.1
2014-05-21T04:00Z,45987.1
2014-05-22T04:00Z,77219.95
2014-05-23T04:00Z,78724.25
2014-05-24T04:00Z,29040.45
2014-05-26T04:00Z,111709.95
2014-05-27T04:00Z,70804.55
2014-05-28T04:00Z,94750.95
2014-05-29T04:00Z,137151.45
2014-05-30T04:00Z,99524.3
2014-05-31T04:00Z,35286.8
2014-06-02T04:00Z,103061.5
2014-06-03T04:00Z,48517.9
2014-06-04T04:00Z,112191.55
2014-06-05T04:00Z,123267.45
2014-06-06T04:00Z,126672.75
2014-06-07T04:00Z,38234.6
2014-06-09T04:00Z,114484.65
2014-06-10T04:00Z,80183.55
2014-06-11T04:00Z,75150.95
2014-06-12T04:00Z,107687.1
2014-06-13T04:00Z,112108.1
2014-06-14T04:00Z,33999.15
2014-06-16T04:00Z,74769.6
2014-06-17T04:00Z,78944.9
2014-06-18T04:00Z,89831.15
2014-06-19T04:00Z,100390.05
2014-06-20T04:00Z,123514.75
2014-06-21T04:00Z,20932.25
2014-06-23T04:00Z,95945.65
2014-06-24T04:00Z,117936.75
2014-06-25T04:00Z,69966.75
2014-06-26T04:00Z,89702.6
2014-06-27T04:00Z,81062.85
2014-06-28T04:00Z,50965.8
2014-06-30T04:00Z,64447.4
2014-07-01T04:00Z,63339.3
2014-07-02T04:00Z,52141.9
2014-07-03T04:00Z,142541.1
2014-07-04T04:00Z,116721.3
2014-07-05T04:00Z,50381.1
2014-07-07T04:00Z,106268.45
2014-07-08T04:00Z,118786.4
2014-07-09T04:00Z,93295.55
2014-07-10T04:00Z,53327.8
2014-07-11T04:00Z,114913.5
2014-07-12T04:00Z,60955.85
2014-07-14T04:00Z,117153.65
2014-07-15T04:00Z,90462.4
2014-07-16T04:00Z,122469.55
2014-07-17T04:00Z,56975.95
2014-07-18T04:00Z,119447.75
2014-07-19T04:00Z,31018.3
2014-07-21T04:00Z,110856.9
2014-07-22T04:00Z,129520.75
2014-07-23T04:00Z,64583.85
2014-07-24T04:00Z,104712.1
2014-07-25T04:00Z,99005.45
2014-07-26T04:00Z,60736.8
2014-07-28T04:00Z,58507.25
2014-07-29T04:00Z,86920.25
2014-07-30T04:00Z,110745.2
2014-07-31T04:00Z,55836.75
2014-08-01T04:00Z,64773.75
2014-08-02T04:00Z,42939.3
2014-08-04T04:00Z,126501.9
2014-08-05T04:00Z,59271.2
2014-08-06T04:00Z,53355.05
2014-08-07T04:00Z,83407.8
2014-08-08T04:00Z,137207.35
2014-08-09T04:00Z,41505.95
2014-08-11T04:00Z,89578.4
2014-08-12T04:00Z,122786.6
2014-08-13T04:00Z,50215.5
2014-08-14T04:00Z,74390.55
2014-08-15T04:00Z,82323.25
2014-08-16T04:00Z,50317.65
2014-08-18T04:00Z,87372.15
2014-08-19T04:00Z,111829.2
2014-08-20T04:00Z,130484.05
2014-08-21T04:00Z,43192.05
2014-08-22T04:00Z,52259.2
2014-08-23T04:00Z,51006.4
2014-08-25T04:00Z,86459.65
2014-08-26T04:00Z,88078.5
2014-08-27T04:00Z,69666.55
2014-08-28T04:00Z,95433.35
2014-08-29T04:00Z,83570.3
2014-08-30T04:00Z,31788.45
2014-09-01T04:00Z,78903
2014-09-02T04:00Z,64359.05
2014-09-03T04:00Z,102434.75
2014-09-04T04:00Z,35412.1
2014-09-05T04:00Z,39518.25
2014-09-06T04:00Z,25972.5
2014-09-08T04:00Z,68662.7
2014-09-09T04:00Z,95657.05
2014-09-10T04:00Z,118409.3
2014-09-11T04:00Z,60283.45
2014-09-12T04:00Z,95272.05
2014-09-13T04:00Z,58996.5
2014-09-15T04:00Z,62979.8
2014-09-16T04:00Z,42665.35
2014-09-17T04:00Z,80309.4
2014-09-18T04:00Z,57573.45
2014-09-19T04:00Z,61893.5
2014-09-20T04:00Z,23440
2014-09-22T04:00Z,119314.7
2014-09-23T04:00Z,123583.35
2014-09-24T04:00Z,56517.9
2014-09-25T04:00Z,122545.65
2014-09-26T04:00Z,124772.1
2014-09-27T04:00Z,57838.95
2014-09-29T04:00Z,95708.25
2014-09-30T04:00Z,66180.3
2014-10-01T04:00Z,74786.7
2014-10-02T04:00Z,59558.6
2014-10-03T04:00Z,57774.25
2014-10-04T04:00Z,41980.5
2014-10-06T04:00Z,138321.1
2014-10-07T04:00Z,52879.2
2014-10-08T04:00Z,82299.95
2014-10-09T04:00Z,106691.75
2014-10-10T04:00Z,88159.3
2014-10-11T04:00Z,59488.2
2014-10-13T04:00Z,69341.75
2014-10-14T04:00Z,100877.65
2014-10-15T04:00Z,77554.6
2014-10-16T04:00Z,95607.2
2014-10-17T04:00Z,87062.25
2014-10-18T04:00Z,43229.95
2014-10-20T04:00Z,114827.65
2014-10-21T04:00Z,77916.9
2014-10-22T04:00Z,84808.95
2014-10-23T04:00Z,39915.9
2014-10-24T04:00Z,59817.35
2014-10-25T04:00Z,52469.55
2014-10-27T04:00Z,108530.25
2014-10-28T04:00Z,74026.1
2014-10-29T04:00Z,95278.45
2014-10-30T04:00Z,133370.25
2014-10-31T04:00Z,134780.1
2014-11-01T04:00Z,59198
2014-11-03T05:00Z,107825.75
2014-11-04T05:00Z,83873.2
2014-11-05T05:00Z,126867.95
2014-11-06T05:00Z,61546.55
2014-11-07T05:00Z,71341
2014-11-08T05:00Z,56440
2014-11-10T05:00Z,94036.3
2014-11-11T05:00Z,137205.85
2014-11-12T05:00Z,127719.55
2014-11-13T05:00Z,82475.3
2014-11-14T05:00Z,88336.5
2014-11-15T05:00Z,75414.45
2014-11-17T05:00Z,62878.95
2014-11-18T05:00Z,56873.45
2014-11-19T05:00Z,121175.45
2014-11-20T05:00Z,68491.85
2014-11-21T05:00Z,114690.2
2014-11-22T05:00Z,57229.9
2014-11-24T05:00Z,106278.8
2014-11-25T05:00Z,58992.5
2014-11-26T05:00Z,38713.45
2014-11-27T05:00Z,42765.15
2014-11-28T05:00Z,61015.35
2014-11-29T05:00Z,25948.7
2014-12-01T05:00Z,49840.6
2014-12-02T05:00Z,139867.55
2014-12-03T05:00Z,82070.8
2014-12-04T05:00Z,51219.85
2014-12-05T05:00Z,56045.25
2014-12-06T05:00Z,24188.5
2014-12-08T05:00Z,115541
2014-12-09T05:00Z,81748.05
2014-12-10T05:00Z,98798.45
2014-12-11T05:00Z,61551.3
2014-12-12T05:00Z,65669.1
2014-12-13T05:00Z,54628.65
2014-12-15T05:00Z,99420.35
2014-12-16T05:00Z,85177.15
2014-12-17T05:00Z,115418.8
2014-12-18T05:00Z,113396.35
2014-12-19T05:00Z,135168.55
2014-12-20T05:00Z,33791.4
2014-12-22T05:00Z,44497.3
2014-12-23T05:00Z,105215.15
2014-12-24T05:00Z,83397.05
2014-12-25T05:00Z,106233.1
2014-12-26T05:00Z,45520.3
2014-12-27T05:00Z,45657.7
2014-12-29T05:00Z,104618.7
2014-12-30T05:00Z,98555.1
2014-12-31T05:00Z,85128.1
2015-01-01T05:00Z,120862.65
2015-01-02T05:00Z,62819
2015-01-03T05:00Z,22675.95
2015-01-05T05:00Z,126974.35
2015-01-06T05:00Z,70241.3
2015-01-07T05:00Z,63882.9
2015-01-08T05:00Z,95361.8
2015-01-09T05:00Z,67212.2
2015-01-10T05:00Z,24292.95
2015-01-12T05:00Z,62403.45
2015-01-13T05:00Z,101026.25
2015-01-14T05:00Z,138704.05
2015-01-15T05:00Z,51306.55
2015-01-16T05:00Z,51402.45
2015-01-17T05:00Z,17078.2
2015-01-19T05:00Z,140854.2
2015-01-20T05:00Z,56581.4
2015-01-21T05:00Z,149820.55
2015-01-22T05:00Z,86876.15
2015-01-23T05:00Z,49787.1
2015-01-24T05:00Z,45750.35
2015-01-26T05:00Z,125796.9
2015-01-27T05:00Z,159396
2015-01-28T05:00Z,88390.45
2015-01-29T05:00Z,101698
2015-01-30T05:00Z,83890.1
2015-01-31T05:00Z,63154.35
2015-02-02T05:00Z,70665.75
2015-02-03T05:00Z,145242
2015-02-04T05:00Z,61287.3
2015-02-05T05:00Z,70904.9
2015-02-06T05:00Z,67524.7
2015-02-07T05:00Z,19670.1
2015-02-09T05:00Z,108362.35
2015-02-10T05:00Z,116384.05
2015-02-11T05:00Z,82097.95
2015-02-12T05:00Z,115074.4
2015-02-13T05:00Z,43087.45
2015-02-14T05:00Z,70260.9
2015-02-16T05:00Z,96178.4
2015-02-17T05:00Z,73680.95
2015-02-18T05:00Z,96865.75
2015-02-19T05:00Z,100294.1
2015-02-20T05:00Z,83219.75
2015-02-21T05:00Z,48806.1
2015-02-23T05:00Z,125494.7
2015-02-24T05:00Z,164778.1
2015-02-25T05:00Z,113070.15
2015-02-26T05:00Z,45898.25
2015-02-27T05:00Z,130080.5
2015-02-28T05:00Z,63700.9
2015-03-02T05:00Z,31474.95
2015-03-03T05:00Z,112132.3
2015-03-04T05:00Z,69081.75
2015-03-05T05:00Z,97438.8
2015-03-06T05:00Z,68216.3
2015-03-07T05:00Z,46410.55
2015-03-09T04:00Z,91609.7
2015-03-10T04:00Z,147045.45
2015-03-11T04:00Z,131729.7
2015-03-12T04:00Z,104207.65
2015-03-13T04:00Z,88440.9
2015-03-14T04:00Z,54897.25
2015-03-16T04:00Z,129051.05
2015-03-17T04:00Z,65266.4
2015-03-18T04:00Z,40318.05
2015-03-19T04:00Z,120675.55
2015-03-20T04:00Z,96222.8
2015-03-21T04:00Z,31210.45
2015-03-23T04:00Z,93828.25
2015-03-24T04:00Z,130599.05
2015-03-25T04:00Z,111587.65
2015-03-26T04:00Z,54610.7
2015-03-27T04:00Z,112438.85
2015-03-28T04:00Z,74276.65
2015-03-30T04:00Z,81357.7
2015-03-31T04:00Z,61105.5
2015-04-01T04:00Z,63715.9
2015-04-02T04:00Z,130663.45
2015-04-03T04:00Z,120167.55
2015-04-04T04:00Z,72481.2
2015-04-06T04:00Z,111055.55
2015-04-07T04:00Z,85268.7
2015-04-08T04:00Z,100299.4
2015-04-09T04:00Z,108283.75
2015-04-10T04:00Z,126072.5
2015-04-11T04:00Z,58137.8
2015-04-13T04:00Z,99008.05
2015-04-14T04:00Z,133489.1
2015-04-15T04:00Z,116735.05
2015-04-16T04:00Z,99156.5
2015-04-17T04:00Z,58935.4
2015-04-18T04:00Z,33156.3
2015-04-20T04:00Z,84375.4
2015-04-21T04:00Z,130188.6
2015-04-22T04:00Z,103540.1
2015-04-23T04:00Z,126463.8
2015-04-24T04:00Z,76899
2015-04-25T04:00Z,37872.7
2015-04-27T04:00Z,117401.15
2015-04-28T04:00Z,83227.3
2015-04-29T04:00Z,127743.05
2015-04-30T04:00Z,126039.4
2015-05-01T04:00Z,103399.7
2015-05-02T04:00Z,21640.35
2015-05-04T04:00Z,83700.3
2015-05-05T04:00Z,121498.95
2015-05-06T04:00Z,47224.1
2015-05-07T04:00Z,88066.15
2015-05-08T04:00Z,122422.75
2015-05-09T04:00Z,45837
2015-05-11T04:00Z,55296.15
2015-05-12T04:00Z,112554.55
2015-05-13T04:00Z,61913.3
2015-05-14T04:00Z,101717.3
2015-05-15T04:00Z,74123.9
2015-05-16T04:00Z,89880
2015-05-18T04:00Z,96929.55
2015-05-19T04:00Z,82059.7
2015-05-20T04:00Z,96757.4
2015-05-21T04:00Z,144982.7
2015-05-22T04:00Z,64167.5
2015-05-23T04:00Z,47293.5
2015-05-25T04:00Z,70751.05
2015-05-26T04:00Z,122387.4
2015-05-27T04:00Z,108927.65
2015-05-28T04:00Z,83307.2
2015-05-29T04:00Z,125106.8
2015-05-30T04:00Z,48652.7
2015-06-01T04:00Z,124584.95
2015-06-02T04:00Z,79172.6
2015-06-03T04:00Z,83118.15
2015-06-04T04:00Z,93828.4
2015-06-05T04:00Z,117770.25
2015-06-06T04:00Z,50292
2015-06-08T04:00Z,83487.8
2015-06-09T04:00Z,140762.1
2015-06-10T04:00Z,120156.05
2015-06-11T04:00Z,80029.45
2015-06-12T04:00Z,85107.05
2015-06-13T04:00Z,55412.55
2015-06-15T04:00Z,84863.75
2015-06-16T04:00Z,64862.2
2015-06-17T04:00Z,99205.2
2015-06-18T04:00Z,67035.4
2015-06-19T04:00Z,109991.2
2015-06-20T04:00Z,29134.8
2015-06-22T04:00Z,63991.25
2015-06-23T04:00Z,59567.95
2015-06-24T04:00Z,89748.6
2015-06-25T04:00Z,85178.4
2015-06-26T04:00Z,116586.25
2015-06-27T04:00Z,42417.35
2015-06-29T04:00Z,133590.15
2015-06-30T04:00Z,65823.95
2015-07-01T04:00Z,95315.8
